conf,scores,test conf
0.32036709785461426,0.6796329,0.8889268862407317
0.8339430242776871,0.16605698,0.7985220331656819
0.9824884831905365,0.017511517,0.8737333956567104
0.41345518827438354,0.5865448,0.3245743406354377
0.9582266174256802,0.041773383,0.5919078563950049
0.1541426181793213,0.8458574,0.28725901858152275
0.960022397339344,0.039977603,0.17751792485084394
0.7328230440616608,0.26717696,0.24922988588766365
0.292959988117218,0.70704,0.08527365593968236
0.9991473456611857,0.00085265434,0.15384503783917053
0.9990794594050385,0.0009205406,0.3119524677909277
0.5719690918922424,0.4280309,0.08468590055988351
0.6334345638751984,0.36656544,0.45221342075704823
0.8408636599779129,0.15913634,0.468600692325353
0.7943767607212067,0.20562324,0.19262230599187297
0.1943204402923584,0.80567956,0.3957152164772925
0.29651474952697754,0.70348525,0.5789790910904783
0.5695087015628815,0.4304913,0.08079584167510889
0.7252808511257172,0.27471915,0.1205341131701759
0.2661876082420349,0.7338124,0.3385115386786217
0.9798259027302265,0.020174097,0.5888877555438959
0.8574159145355225,0.14258409,0.26856855509247063
0.5650176703929901,0.43498233,0.5540553198693273
0.6493038833141327,0.35069612,0.10803991350089807
0.5925420224666595,0.40745798,0.4586263478274329
0.37247538566589355,0.6275246,0.31130082555355765
0.8183984011411667,0.1816016,0.5756374155003302
0.6704421043395996,0.3295579,0.32000458687744454
0.3405006527900696,0.65949935,0.5487525554783986
0.898372657597065,0.10162734,0.531259907959045
0.9995234381931368,0.0004765618,0.21364465250654818
0.6387479305267334,0.36125207,0.31619903158263607
0.8904109597206116,0.10958904,0.5545987418001733
0.8726170361042023,0.12738296,0.5902162838154545
0.3055534362792969,0.69444656,0.26617738509416206
0.1753537654876709,0.82464623,0.573265270668124
0.8574159145355225,0.14258409,0.16693144563761314
0.9983390963170677,0.0016609037,0.08653175919498816
0.3538849353790283,0.64611506,0.5599779817035991
0.31824159622192383,0.6817584,0.4331883505412911
0.7229624688625336,0.27703753,0.5802552838024291
0.8580897450447083,0.14191025,0.5511693374350626
0.9137502163648605,0.08624978,0.28175201655596094
0.29482489824295044,0.7051751,0.3527121776435483
0.261680543422699,0.73831946,0.42134388294055203
0.3689876198768616,0.6310124,0.2707955091428759
0.0972597599029541,0.90274024,0.15601703427472088
0.37918251752853394,0.6208175,0.40626406321641695
0.9431557953357697,0.056844205,0.39668066977556393
0.3114774227142334,0.6885226,0.19273170426811637
0.4455813765525818,0.5544186,0.06155959636764735
0.09213501214981079,0.907865,0.10613342410663715
0.7134779989719391,0.286522,0.4835335523286177
0.06547850370407104,0.9345215,0.2307997530271863
0.15704047679901123,0.8429595,0.32988692022570304
0.8593649715185165,0.14063503,0.05943836564160887
0.3109353184700012,0.6890647,0.1825695484362136
0.9733404163271189,0.026659584,0.2982382901552805
0.7885119020938873,0.2114881,0.39338614374865605
0.9248873069882393,0.07511269,0.10876736339038112
0.7342697083950043,0.2657303,0.2597794972581251
0.9669333398342133,0.03306666,0.46543498716251425
0.8683330416679382,0.13166696,0.178690926830752
0.9132840186357498,0.08671598,0.5670783066017772
0.9291561096906662,0.07084389,0.4862452340324754
0.9682091511785984,0.03179085,0.3745271761616711
0.4796740412712097,0.52032596,0.28444549866931756
0.9555528163909912,0.044447184,0.2380766386283938
0.15704047679901123,0.8429595,0.17874095092689946
0.24296706914901733,0.75703293,0.42418757321188344
0.09065377712249756,0.9093462,0.2980931305644942
0.8270311951637268,0.1729688,0.3147192666664144
0.18563109636306763,0.8143689,0.07573293660016119
0.9174972474575043,0.08250275,0.5176214251765447
0.9988250086316839,0.0011749914,0.2758808009004147
0.08639895915985107,0.91360104,0.5388169712294592
0.9039809107780457,0.09601909,0.41375533627840233
0.8183426856994629,0.18165731,0.5957843980452168
0.261680543422699,0.73831946,0.2514321234236842
0.9825531598180532,0.01744684,0.08676902018086739
0.5757694840431213,0.42423052,0.05493238067508043
0.7509404718875885,0.24905953,0.16029455661206204
0.22708821296691895,0.7729118,0.41833338841930495
0.3114774227142334,0.6885226,0.3286022408607535
0.8680762052536011,0.1319238,0.3324951396853873
0.9492695964872837,0.050730404,0.5007852018289021
0.8742174357175827,0.12578256,0.1165287177661608
0.5173278152942657,0.48267218,0.34824446047286595
0.32789069414138794,0.6721093,0.5510360136008622
0.4963195323944092,0.50368047,0.36637315254221975
0.17572683095932007,0.82427317,0.5808321841107569
0.9772082734853029,0.022791727,0.3442358105857588
0.223616361618042,0.77638364,0.06222522917848776
0.5173278152942657,0.48267218,0.3865369637400641
0.7608373016119003,0.2391627,0.26690717432815453
0.4338618516921997,0.56613815,0.48615288271558676
0.6184297502040863,0.38157025,0.4246081026865335
0.7769007682800293,0.22309923,0.5428157983778542
0.8683330416679382,0.13166696,0.3346788358212715
0.9588134810328484,0.04118652,0.4727885644816128
0.20663076639175415,0.79336923,0.19180034643986393
0.2735302448272705,0.72646976,0.565914712063579
0.14115136861801147,0.85884863,0.2522218751231314
